pin_id,pin_url,href,aria_label,text,image_alt,image_url,image_path,source_url
926052742142528879,https://ca.pinterest.com/pin/926052742142528879/,/pin/926052742142528879/,"the worksheet for reading and writing with pictures of bananas, oranges and lemons pin page",,"This may contain: the worksheet for reading and writing with pictures of bananas, oranges and lemons",https://i.pinimg.com/originals/4e/c9/22/4ec922c9b340e8b6c0bea3e6b34e480b.jpg,images/926052742142528879.jpg,https://ca.pinterest.com/pin/10133167906650545/visual-search/?cropSource=5&entrypoint=closeup_cta
